CBSA_Code,CBSA_Name,Trader_Code,Trader_Name,Exports,Imports,Volume,Balance
14260,"Boise City, ID",076,Brazil,30.17589608,19.08099115,49.25688722,11.09490493
14260,"Boise City, ID",124,Canada,386.9338545,322.5408088,709.4746633,64.39304577
14260,"Boise City, ID",143,Central Asia,0.772771836,0.562492318,1.335264153,0.210279518
14260,"Boise City, ID",145rem,Remainder of Western Asia,32.05216364,13.24978891,45.30195255,18.80237473
14260,"Boise City, ID",151,Eastern Europe,20.49108889,18.44477886,38.93586775,2.046310032
14260,"Boise City, ID",152,Chile,7.842976983,6.862056874,14.70503386,0.980920109
14260,"Boise City, ID",154rem,Remainder of Northern Europe,22.9926058,32.80117534,55.79378114,-9.808569541
14260,"Boise City, ID",155rem,Remainder of Western Europe,25.07656005,22.52455634,47.60111639,2.552003705
14260,"Boise City, ID",156,China,516.7567579,918.3499408,1435.106699,-401.5931828
14260,"Boise City, ID",170,Colombia,6.35794331,3.963951437,10.32189475,2.393991872
14260,"Boise City, ID",250,France,20.7360259,19.51655098,40.25257688,1.219474929
14260,"Boise City, ID",276,Germany,53.77341175,54.42372312,108.1971349,-0.650311369
14260,"Boise City, ID",356,India,14.36679423,28.72807367,43.0948679,-14.36127945
14260,"Boise City, ID",392,Japan,139.9714077,254.7517181,394.7231259,-114.7803104
14260,"Boise City, ID",410,Republic of Korea,116.9149128,100.665622,217.5805348,16.24929083
14260,"Boise City, ID",484,Mexico,461.8783866,347.3809479,809.2593345,114.4974387
14260,"Boise City, ID",528,Netherlands,63.77332469,10.21459709,73.98792178,53.5587276
14260,"Boise City, ID",702,Singapore,49.86822296,17.08246078,66.95068375,32.78576218
14260,"Boise City, ID",710,South Africa,2.616702191,13.65116226,16.26786446,-11.03446007
14260,"Boise City, ID",724,Spain,6.478815327,4.992641988,11.47145732,1.486173339
14260,"Boise City, ID",792,Turkey,5.432015533,3.277844774,8.709860307,2.15417076
14260,"Boise City, ID",826,United Kingdom of Great Britain and Northern Ireland,53.11329152,24.19074097,77.30403249,28.92255055
14460,"Boston-Cambridge-Newton, MA-NH",005rem,Remainder of South America,606.089578,230.0588946,836.1484725,376.0306834
14460,"Boston-Cambridge-Newton, MA-NH",011,Western Africa,49.30728011,66.85243651,116.1597166,-17.5451564
14460,"Boston-Cambridge-Newton, MA-NH",013rem,Remainder of Central America,362.0711722,435.7533968,797.824569,-73.68222463
14460,"Boston-Cambridge-Newton, MA-NH",014,Eastern Africa,24.39051935,21.19874926,45.58926861,3.191770095
14460,"Boston-Cambridge-Newton, MA-NH",015,Northern Africa,107.3468351,139.6906807,247.0375158,-32.34384558
14460,"Boston-Cambridge-Newton, MA-NH",017,Middle Africa,30.89438427,20.05135681,50.94574107,10.84302746
14460,"Boston-Cambridge-Newton, MA-NH",018rem,Remainder of Southern Africa,1.728441861,14.50557647,16.23401833,-12.77713461
14460,"Boston-Cambridge-Newton, MA-NH",021rem,Remainder of Northern America,23.98347152,0.967752779,24.95122429,23.01571874
14460,"Boston-Cambridge-Newton, MA-NH",029,Caribbean,374.215661,270.0696866,644.2853475,104.1459744
14460,"Boston-Cambridge-Newton, MA-NH",030rem,Remainder of Eastern Asia,0.782309856,0.10829591,0.890605766,0.674013946
14460,"Boston-Cambridge-Newton, MA-NH",032,Argentina,208.9406385,70.90214168,279.8427802,138.0384969
14460,"Boston-Cambridge-Newton, MA-NH",034rem,Remainder of Southern Asia,96.12383634,210.8767466,307.000583,-114.7529103
14460,"Boston-Cambridge-Newton, MA-NH",035rem,Remainder of South-Eastern Asia,446.3642698,1120.807222,1567.171492,-674.4429523
14460,"Boston-Cambridge-Newton, MA-NH",039rem,Remainder of Southern Europe,403.2631389,685.3462394,1088.609378,-282.0831005
14460,"Boston-Cambridge-Newton, MA-NH",053,Australia and New Zealand,313.2692537,189.0366666,502.3059203,124.2325871
14460,"Boston-Cambridge-Newton, MA-NH",054,Melanesia,2.358211761,4.803970857,7.162182618,-2.445759096
14460,"Boston-Cambridge-Newton, MA-NH",057,Micronesia,1.859362782,0.208141577,2.06750436,1.651221205
14460,"Boston-Cambridge-Newton, MA-NH",061,Polynesia,1.380669183,0.697132375,2.077801558,0.683536808
14460,"Boston-Cambridge-Newton, MA-NH",076,Brazil,1025.567184,499.2067785,1524.773962,526.3604051
14460,"Boston-Cambridge-Newton, MA-NH",124,Canada,3754.812484,3359.127033,7113.939516,395.6854509
14460,"Boston-Cambridge-Newton, MA-NH",143,Central Asia,14.19456037,18.03460711,32.22916748,-3.840046741
14460,"Boston-Cambridge-Newton, MA-NH",145rem,Remainder of Western Asia,1005.675612,602.006889,1607.682501,403.6687227
14460,"Boston-Cambridge-Newton, MA-NH",151,Eastern Europe,305.3314093,529.61518,834.9465893,-224.2837706
14460,"Boston-Cambridge-Newton, MA-NH",152,Chile,199.1620309,106.9835334,306.1455644,92.17849747
14460,"Boston-Cambridge-Newton, MA-NH",154rem,Remainder of Northern Europe,587.6854204,1139.233108,1726.918529,-551.5476877
14460,"Boston-Cambridge-Newton, MA-NH",155rem,Remainder of Western Europe,990.506021,879.4838488,1869.98987,111.0221722
14460,"Boston-Cambridge-Newton, MA-NH",156,China,1938.185296,6493.821127,8432.006423,-4555.635831
14460,"Boston-Cambridge-Newton, MA-NH",170,Colombia,257.9781139,130.2674937,388.2456076,127.7106201
14460,"Boston-Cambridge-Newton, MA-NH",250,France,590.7087454,715.5937202,1306.302466,-124.8849749
14460,"Boston-Cambridge-Newton, MA-NH",276,Germany,1085.35918,1392.909717,2478.268897,-307.5505376
14460,"Boston-Cambridge-Newton, MA-NH",356,India,370.5005474,632.6476779,1003.148225,-262.1471304
14460,"Boston-Cambridge-Newton, MA-NH",392,Japan,878.0262174,1729.566605,2607.592823,-851.5403878
14460,"Boston-Cambridge-Newton, MA-NH",410,Republic of Korea,497.6194147,703.1747159,1200.794131,-205.5553012
14460,"Boston-Cambridge-Newton, MA-NH",484,Mexico,1988.88078,2567.343024,4556.223804,-578.4622433
14460,"Boston-Cambridge-Newton, MA-NH",528,Netherlands,887.3425894,294.7912365,1182.133826,592.5513529
14460,"Boston-Cambridge-Newton, MA-NH",702,Singapore,291.2533552,161.9911662,453.2445214,129.2621891
14460,"Boston-Cambridge-Newton, MA-NH",710,South Africa,88.56590663,179.8259012,268.3918079,-91.25999458
14460,"Boston-Cambridge-Newton, MA-NH",724,Spain,176.2339734,171.5039725,347.7379459,4.730000956
14460,"Boston-Cambridge-Newton, MA-NH",792,Turkey,173.2937505,84.71986076,258.0136113,88.57388979
14460,"Boston-Cambridge-Newton, MA-NH",826,United Kingdom of Great Britain and Northern Ireland,1099.110575,827.3874933,1926.498068,271.7230816
14860,"Bridgeport-Stamford-Norwalk, CT",005rem,Remainder of South America,131.5046026,53.31356698,184.8181696,78.19103565
14860,"Bridgeport-Stamford-Norwalk, CT",011,Western Africa,12.6220963,14.33741211,26.95950841,-1.715315814
14860,"Bridgeport-Stamford-Norwalk, CT",013rem,Remainder of Central America,75.02142517,100.8706097,175.8920349,-25.84918453
14860,"Bridgeport-Stamford-Norwalk, CT",014,Eastern Africa,8.29989046,5.165640829,13.46553129,3.134249631
14860,"Bridgeport-Stamford-Norwalk, CT",015,Northern Africa,41.53112073,32.12443864,73.65555937,9.40668209
14860,"Bridgeport-Stamford-Norwalk, CT",017,Middle Africa,7.916048899,4.634626513,12.55067541,3.281422386
14860,"Bridgeport-Stamford-Norwalk, CT",018rem,Remainder of Southern Africa,0.459977618,3.992410175,4.452387793,-3.532432558
14860,"Bridgeport-Stamford-Norwalk, CT",021rem,Remainder of Northern America,4.037656549,0.21178203,4.249438578,3.825874519
14860,"Bridgeport-Stamford-Norwalk, CT",029,Caribbean,72.00339152,60.90133793,132.9047294,11.10205359
14860,"Bridgeport-Stamford-Norwalk, CT",030rem,Remainder of Eastern Asia,0.256029491,0.025545179,0.28157467,0.230484311
14860,"Bridgeport-Stamford-Norwalk, CT",032,Argentina,48.76721626,16.48072959,65.24794585,32.28648667
14860,"Bridgeport-Stamford-Norwalk, CT",034rem,Remainder of Southern Asia,28.43247607,55.74870753,84.1811836,-27.31623146
14860,"Bridgeport-Stamford-Norwalk, CT",035rem,Remainder of South-Eastern Asia,128.2364298,237.1665721,365.4030019,-108.9301423
14860,"Bridgeport-Stamford-Norwalk, CT",039rem,Remainder of Southern Europe,103.6941716,180.8073565,284.5015282,-77.11318494
14860,"Bridgeport-Stamford-Norwalk, CT",053,Australia and New Zealand,88.33660479,39.88823158,128.2248364,48.44837321
14860,"Bridgeport-Stamford-Norwalk, CT",054,Melanesia,0.651162873,0.862577229,1.513740102,-0.211414356
14860,"Bridgeport-Stamford-Norwalk, CT",057,Micronesia,0.596833152,0.032883819,0.629716971,0.563949333
14860,"Bridgeport-Stamford-Norwalk, CT",061,Polynesia,0.183350731,0.194080542,0.377431273,-0.010729811
14860,"Bridgeport-Stamford-Norwalk, CT",076,Brazil,331.1788296,134.4808936,465.6597232,196.6979359
14860,"Bridgeport-Stamford-Norwalk, CT",124,Canada,801.0173415,852.4219575,1653.439299,-51.40461606
14860,"Bridgeport-Stamford-Norwalk, CT",143,Central Asia,3.561338414,3.996616561,7.557954975,-0.435278147
14860,"Bridgeport-Stamford-Norwalk, CT",145rem,Remainder of Western Asia,310.1087541,146.1596627,456.2684168,163.9490914
14860,"Bridgeport-Stamford-Norwalk, CT",151,Eastern Europe,79.43885826,123.1150337,202.553892,-43.67617545
14860,"Bridgeport-Stamford-Norwalk, CT",152,Chile,51.54634664,24.34783676,75.8941834,27.19850988
14860,"Bridgeport-Stamford-Norwalk, CT",154rem,Remainder of Northern Europe,169.6064506,233.6117145,403.2181651,-64.00526399
14860,"Bridgeport-Stamford-Norwalk, CT",155rem,Remainder of Western Europe,251.7680783,212.2374936,464.0055719,39.53058476
14860,"Bridgeport-Stamford-Norwalk, CT",156,China,510.7330454,1424.819222,1935.552268,-914.0861769
14860,"Bridgeport-Stamford-Norwalk, CT",170,Colombia,64.7609453,35.04197394,99.80291924,29.71897136
14860,"Bridgeport-Stamford-Norwalk, CT",250,France,243.6411555,249.5890838,493.2302393,-5.947928395
14860,"Bridgeport-Stamford-Norwalk, CT",276,Germany,309.3840409,335.4840782,644.8681191,-26.10003731
14860,"Bridgeport-Stamford-Norwalk, CT",356,India,107.278785,151.3346933,258.6134784,-44.05590832
14860,"Bridgeport-Stamford-Norwalk, CT",392,Japan,239.0371169,440.0280626,679.0651795,-200.9909458
14860,"Bridgeport-Stamford-Norwalk, CT",410,Republic of Korea,131.8674304,160.1588087,292.0262391,-28.29137832
14860,"Bridgeport-Stamford-Norwalk, CT",484,Mexico,363.0172149,551.016282,914.0334969,-187.9990671
14860,"Bridgeport-Stamford-Norwalk, CT",528,Netherlands,185.8543875,69.45615382,255.3105413,116.3982336
14860,"Bridgeport-Stamford-Norwalk, CT",702,Singapore,97.86386463,34.85848072,132.7223453,63.00538391
14860,"Bridgeport-Stamford-Norwalk, CT",710,South Africa,25.32630939,42.24536745,67.57167684,-16.91905806
14860,"Bridgeport-Stamford-Norwalk, CT",724,Spain,49.1971205,41.87831603,91.07543653,7.318804471
14860,"Bridgeport-Stamford-Norwalk, CT",792,Turkey,79.2801204,24.26977823,103.5498986,55.01034216
14860,"Bridgeport-Stamford-Norwalk, CT",826,United Kingdom of Great Britain and Northern Ireland,309.7189764,214.9683185,524.6872949,94.75065792
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",005rem,Remainder of South America,116.1223246,54.5424299,170.6647545,61.57989474
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",011,Western Africa,15.28583852,15.16912851,30.45496703,0.116710019
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",013rem,Remainder of Central America,68.82762092,79.15541105,147.983032,-10.32779013
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",014,Eastern Africa,5.19092859,4.470241772,9.661170361,0.720686818
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",015,Northern Africa,22.01278656,30.46226765,52.47505421,-8.44948109
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",017,Middle Africa,7.696651144,4.668845882,12.36549703,3.027805262
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",018rem,Remainder of Southern Africa,0.478028862,3.355110515,3.833139377,-2.877081652
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",021rem,Remainder of Northern America,3.336934975,0.16876845,3.505703425,3.168166525
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",029,Caribbean,82.40743949,61.59074665,143.9981861,20.81669283
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",030rem,Remainder of Eastern Asia,0.471984823,0.028754887,0.50073971,0.443229936
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",032,Argentina,38.51089594,18.43015437,56.94105032,20.08074157
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",034rem,Remainder of Southern Asia,16.8754499,40.28191594,57.15736584,-23.40646604
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",035rem,Remainder of South-Eastern Asia,81.27163039,221.9553886,303.227019,-140.6837582
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",039rem,Remainder of Southern Europe,71.36360448,137.7049074,209.0685119,-66.34130294
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",053,Australia and New Zealand,69.41067669,43.84923651,113.2599132,25.56144018
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",054,Melanesia,0.63393775,1.081910337,1.715848088,-0.447972587
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",057,Micronesia,0.524018594,0.039790241,0.563808834,0.484228353
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",061,Polynesia,0.303209931,0.148114077,0.451324008,0.155095854
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",076,Brazil,178.3283297,117.6197023,295.9480319,60.70862739
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",124,Canada,917.746909,770.9695283,1688.716437,146.7773807
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",143,Central Asia,4.108591429,5.185636356,9.294227785,-1.077044927
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",145rem,Remainder of Western Asia,187.9054094,112.29925,300.2046593,75.60615944
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",151,Eastern Europe,53.83687783,115.8639981,169.7008759,-62.02712023
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",152,Chile,43.80555653,27.43841969,71.24397622,16.36713684
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",154rem,Remainder of Northern Europe,84.95822316,220.0678118,305.026035,-135.1095887
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",155rem,Remainder of Western Europe,204.7575756,170.5088376,375.2664132,34.24873795
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",156,China,418.7500426,1270.857402,1689.607445,-852.1073595
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",170,Colombia,57.52453453,30.669237,88.19377153,26.85529754
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",250,France,87.39777807,136.811355,224.2091331,-49.41357694
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",276,Germany,177.7700077,280.5433691,458.3133768,-102.7733614
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",356,India,83.88596612,128.3222466,212.2082127,-44.43628043
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",392,Japan,181.0327645,393.1260087,574.1587732,-212.0932442
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",410,Republic of Korea,116.1991011,149.686807,265.8859081,-33.48770586
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",484,Mexico,452.3444742,500.6298717,952.9743458,-48.28539752
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",528,Netherlands,120.1371214,62.12574242,182.2628638,58.01137896
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",702,Singapore,52.58087316,32.32448201,84.90535517,20.25639114
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",710,South Africa,22.8957004,45.24885354,68.14455394,-22.35315315
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",724,Spain,32.265258,36.76914819,69.03440619,-4.503890185
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",792,Turkey,33.50763159,18.35018947,51.85782106,15.15744212
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",826,United Kingdom of Great Britain and Northern Ireland,201.9539483,168.2493292,370.2032775,33.70461915
15980,"Cape Coral-Fort Myers, FL",005rem,Remainder of South America,16.88406084,20.4047113,37.28877214,-3.52065046
15980,"Cape Coral-Fort Myers, FL",011,Western Africa,1.793965281,5.056914825,6.850880106,-3.262949544
15980,"Cape Coral-Fort Myers, FL",013rem,Remainder of Central America,11.29508849,41.9211055,53.21619399,-30.62601701
15980,"Cape Coral-Fort Myers, FL",014,Eastern Africa,0.421965802,1.277464558,1.69943036,-0.855498755
15980,"Cape Coral-Fort Myers, FL",015,Northern Africa,2.371131717,11.32329472,13.69442643,-8.952163
15980,"Cape Coral-Fort Myers, FL",017,Middle Africa,0.986352561,1.550631378,2.536983939,-0.564278817
15980,"Cape Coral-Fort Myers, FL",018rem,Remainder of Southern Africa,0.026621401,0.843329624,0.869951025,-0.816708223
15980,"Cape Coral-Fort Myers, FL",021rem,Remainder of Northern America,0.318538159,0.046636401,0.365174559,0.271901758
15980,"Cape Coral-Fort Myers, FL",029,Caribbean,11.4176118,25.02076553,36.43837732,-13.60315373
15980,"Cape Coral-Fort Myers, FL",030rem,Remainder of Eastern Asia,0.022320392,0.007732681,0.030053073,0.014587712
15980,"Cape Coral-Fort Myers, FL",032,Argentina,4.44243312,5.320426393,9.762859513,-0.877993272
15980,"Cape Coral-Fort Myers, FL",034rem,Remainder of Southern Asia,1.378430509,14.78114282,16.15957333,-13.40271231
15980,"Cape Coral-Fort Myers, FL",035rem,Remainder of South-Eastern Asia,7.558764724,65.65535127,73.214116,-58.09658655
15980,"Cape Coral-Fort Myers, FL",039rem,Remainder of Southern Europe,6.223356524,34.70192733,40.92528386,-28.47857081
15980,"Cape Coral-Fort Myers, FL",053,Australia and New Zealand,5.353918396,9.44652399,14.80044239,-4.092605594
15980,"Cape Coral-Fort Myers, FL",054,Melanesia,0.062171281,0.293125927,0.355297207,-0.230954646
15980,"Cape Coral-Fort Myers, FL",057,Micronesia,0.054488328,0.012662671,0.067150999,0.041825657
15980,"Cape Coral-Fort Myers, FL",061,Polynesia,0.053260434,0.052857995,0.106118428,0.000402439
15980,"Cape Coral-Fort Myers, FL",076,Brazil,19.97310396,29.57876474,49.55186871,-9.605660781
15980,"Cape Coral-Fort Myers, FL",124,Canada,53.73992306,190.0751605,243.8150836,-136.3352375
15980,"Cape Coral-Fort Myers, FL",143,Central Asia,0.346637846,1.356554017,1.703191863,-1.009916171
15980,"Cape Coral-Fort Myers, FL",145rem,Remainder of Western Asia,13.36179843,23.81278615,37.17458457,-10.45098772
15980,"Cape Coral-Fort Myers, FL",151,Eastern Europe,4.113558865,33.99969088,38.11324974,-29.88613201
15980,"Cape Coral-Fort Myers, FL",152,Chile,6.112517504,6.721034228,12.83355173,-0.608516724
15980,"Cape Coral-Fort Myers, FL",154rem,Remainder of Northern Europe,4.862816514,40.93058124,45.79339775,-36.06776473
15980,"Cape Coral-Fort Myers, FL",155rem,Remainder of Western Europe,11.69101716,35.45220681,47.14322396,-23.76118965
15980,"Cape Coral-Fort Myers, FL",156,China,38.56622892,349.5784441,388.144673,-311.0122152
15980,"Cape Coral-Fort Myers, FL",170,Colombia,7.64922577,15.78808801,23.43731378,-8.138862237
15980,"Cape Coral-Fort Myers, FL",250,France,5.239917941,31.35749306,36.597411,-26.11757512
15980,"Cape Coral-Fort Myers, FL",276,Germany,10.26194375,57.78983626,68.05178001,-47.5278925
15980,"Cape Coral-Fort Myers, FL",356,India,5.386165287,35.52291943,40.90908471,-30.13675414
15980,"Cape Coral-Fort Myers, FL",392,Japan,16.07308053,84.64416186,100.7172424,-68.57108133
15980,"Cape Coral-Fort Myers, FL",410,Republic of Korea,11.9477554,36.11201327,48.05976867,-24.16425787
15980,"Cape Coral-Fort Myers, FL",484,Mexico,39.89458485,166.5698263,206.4644112,-126.6752415
15980,"Cape Coral-Fort Myers, FL",528,Netherlands,8.578390276,15.63439394,24.21278421,-7.056003662
15980,"Cape Coral-Fort Myers, FL",702,Singapore,4.638293317,6.822428702,11.46072202,-2.184135385
15980,"Cape Coral-Fort Myers, FL",710,South Africa,1.412706717,7.508021614,8.920728331,-6.095314898
15980,"Cape Coral-Fort Myers, FL",724,Spain,2.614414665,9.631364546,12.24577921,-7.016949882
15980,"Cape Coral-Fort Myers, FL",792,Turkey,5.022039931,4.861721458,9.883761389,0.160318473
15980,"Cape Coral-Fort Myers, FL",826,United Kingdom of Great Britain and Northern Ireland,11.52061721,39.18658448,50.70720169,-27.66596726
16700,"Charleston-North Charleston, SC",005rem,Remainder of South America,91.41166741,33.03462255,124.44629,58.37704485
16700,"Charleston-North Charleston, SC",011,Western Africa,14.95446075,7.73172214,22.68618289,7.222738613
16700,"Charleston-North Charleston, SC",013rem,Remainder of Central America,60.33900605,58.65309813,118.9921042,1.685907911
16700,"Charleston-North Charleston, SC",014,Eastern Africa,2.949201894,2.254628014,5.203829909,0.69457388
16700,"Charleston-North Charleston, SC",015,Northern Africa,18.86444847,17.12149348,35.98594195,1.742954988
16700,"Charleston-North Charleston, SC",017,Middle Africa,4.791640618,2.619623199,7.411263817,2.172017419
16700,"Charleston-North Charleston, SC",018rem,Remainder of Southern Africa,0.35870116,1.710528202,2.069229362,-1.351827042
16700,"Charleston-North Charleston, SC",021rem,Remainder of Northern America,1.255790236,0.078443087,1.334233322,1.177347149
16700,"Charleston-North Charleston, SC",029,Caribbean,49.74935651,37.14049518,86.88985169,12.60886133
16700,"Charleston-North Charleston, SC",030rem,Remainder of Eastern Asia,0.4794213,0.014101027,0.493522326,0.465320273
16700,"Charleston-North Charleston, SC",032,Argentina,26.50326134,11.1415861,37.64484745,15.36167524
16700,"Charleston-North Charleston, SC",034rem,Remainder of Southern Asia,12.04024148,21.470013,33.51025448,-9.429771516
16700,"Charleston-North Charleston, SC",035rem,Remainder of South-Eastern Asia,51.26825818,113.2429567,164.5112149,-61.97469852
16700,"Charleston-North Charleston, SC",039rem,Remainder of Southern Europe,41.48563831,75.28849449,116.7741328,-33.80285618
16700,"Charleston-North Charleston, SC",053,Australia and New Zealand,42.83077516,22.31594924,65.14672441,20.51482592
16700,"Charleston-North Charleston, SC",054,Melanesia,0.437406264,0.564989851,1.002396115,-0.127583588
16700,"Charleston-North Charleston, SC",057,Micronesia,0.346491408,0.01741016,0.363901568,0.329081247
16700,"Charleston-North Charleston, SC",061,Polynesia,0.170508018,0.08207384,0.252581858,0.088434178
16700,"Charleston-North Charleston, SC",076,Brazil,137.3569336,72.39776682,209.7547004,64.95916679
16700,"Charleston-North Charleston, SC",124,Canada,510.5744406,466.1701197,976.7445603,44.40432093
16700,"Charleston-North Charleston, SC",143,Central Asia,2.39974962,2.901877128,5.301626748,-0.502127508
16700,"Charleston-North Charleston, SC",145rem,Remainder of Western Asia,120.22193,49.81613093,170.0380609,70.40579906
16700,"Charleston-North Charleston, SC",151,Eastern Europe,31.87970435,66.37755006,98.25725441,-34.49784571
16700,"Charleston-North Charleston, SC",152,Chile,36.78012571,16.11928749,52.89941319,20.66083822
16700,"Charleston-North Charleston, SC",154rem,Remainder of Northern Europe,45.25626929,95.53508069,140.79135,-50.2788114
16700,"Charleston-North Charleston, SC",155rem,Remainder of Western Europe,79.9303373,80.57962596,160.5099633,-0.649288659
16700,"Charleston-North Charleston, SC",156,China,236.5455129,655.1809118,891.7264247,-418.6353989
16700,"Charleston-North Charleston, SC",170,Colombia,44.70365059,22.91385329,67.61750389,21.7897973
16700,"Charleston-North Charleston, SC",250,France,56.13088967,81.01718369,137.1480734,-24.88629401
16700,"Charleston-North Charleston, SC",276,Germany,107.8911002,172.1742827,280.0653829,-64.28318251
16700,"Charleston-North Charleston, SC",356,India,43.6626642,65.78573048,109.4483947,-22.12306628
16700,"Charleston-North Charleston, SC",392,Japan,102.4120815,253.3372016,355.749283,-150.9251201
16700,"Charleston-North Charleston, SC",410,Republic of Korea,67.62330749,92.19156417,159.8148717,-24.56825668
16700,"Charleston-North Charleston, SC",484,Mexico,293.6074763,344.9204551,638.5279314,-51.31297886
16700,"Charleston-North Charleston, SC",528,Netherlands,55.20352043,33.19054334,88.39406377,22.01297708
16700,"Charleston-North Charleston, SC",702,Singapore,31.78014043,17.0042662,48.78440663,14.77587423
16700,"Charleston-North Charleston, SC",710,South Africa,14.82183278,28.59585066,43.41768344,-13.77401788
16700,"Charleston-North Charleston, SC",724,Spain,19.57477278,18.61376853,38.18854132,0.961004248
16700,"Charleston-North Charleston, SC",792,Turkey,29.40511823,11.10706209,40.51218032,18.29805613
16700,"Charleston-North Charleston, SC",826,United Kingdom of Great Britain and Northern Ireland,84.70621295,92.24613184,176.9523448,-7.539918895
16740,"Charlotte-Concord-Gastonia, NC-SC",005rem,Remainder of South America,245.05387,89.73054388,334.7844139,155.3233261
16740,"Charlotte-Concord-Gastonia, NC-SC",011,Western Africa,26.45965192,22.40255837,48.86221029,4.057093544
16740,"Charlotte-Concord-Gastonia, NC-SC",013rem,Remainder of Central America,190.4507712,192.9455495,383.3963207,-2.49477831
16740,"Charlotte-Concord-Gastonia, NC-SC",014,Eastern Africa,8.104247978,7.039283647,15.14353162,1.064964332
16740,"Charlotte-Concord-Gastonia, NC-SC",015,Northern Africa,40.13919537,46.64628628,86.78548165,-6.507090901
16740,"Charlotte-Concord-Gastonia, NC-SC",017,Middle Africa,14.64966824,6.942544876,21.59221312,7.707123369
16740,"Charlotte-Concord-Gastonia, NC-SC",018rem,Remainder of Southern Africa,0.612167866,4.908705697,5.520873564,-4.296537831
16740,"Charlotte-Concord-Gastonia, NC-SC",021rem,Remainder of Northern America,5.123893535,0.22428651,5.348180045,4.899607025
16740,"Charlotte-Concord-Gastonia, NC-SC",029,Caribbean,147.0964995,109.9014701,256.9979696,37.19502942
16740,"Charlotte-Concord-Gastonia, NC-SC",030rem,Remainder of Eastern Asia,0.624693892,0.041081447,0.665775339,0.583612445
16740,"Charlotte-Concord-Gastonia, NC-SC",032,Argentina,73.47905994,30.4500458,103.9291057,43.02901414
16740,"Charlotte-Concord-Gastonia, NC-SC",034rem,Remainder of Southern Asia,28.33711645,65.17105145,93.5081679,-36.833935
16740,"Charlotte-Concord-Gastonia, NC-SC",035rem,Remainder of South-Eastern Asia,139.8328372,385.2092172,525.0420544,-245.3763799
16740,"Charlotte-Concord-Gastonia, NC-SC",039rem,Remainder of Southern Europe,101.2037117,205.2797944,306.4835061,-104.0760828
16740,"Charlotte-Concord-Gastonia, NC-SC",053,Australia and New Zealand,101.2364042,59.42067786,160.6570821,41.81572636
16740,"Charlotte-Concord-Gastonia, NC-SC",054,Melanesia,1.046848497,1.609963885,2.656812382,-0.563115387
16740,"Charlotte-Concord-Gastonia, NC-SC",057,Micronesia,1.111711913,0.052449153,1.164161066,1.05926276
16740,"Charlotte-Concord-Gastonia, NC-SC",061,Polynesia,0.569863435,0.232346047,0.802209483,0.337517388
16740,"Charlotte-Concord-Gastonia, NC-SC",076,Brazil,333.9820039,196.6518295,530.6338335,137.3301744
16740,"Charlotte-Concord-Gastonia, NC-SC",124,Canada,1253.038131,1102.258049,2355.296181,150.7800823
16740,"Charlotte-Concord-Gastonia, NC-SC",143,Central Asia,6.407277638,7.268951142,13.67622878,-0.861673503
16740,"Charlotte-Concord-Gastonia, NC-SC",145rem,Remainder of Western Asia,255.4400698,142.4869007,397.9269705,112.9531691
